,NOMBRE,EQUIPO,MJ,PJ,%,PC,%,PT,%,PS,%,TA,TR,SA,G,PR,GPP,GE
,PABLO PÁEZ GAVIRA,FC BARCELONA,161,7,43.75,0,0.00,2,12.50,2,12.50,1,0,0,0,0,0,2
,GERARD GUMBAU,RAYO VALLECANO,450,10,71.43,0,0.00,4,28.57,4,28.57,2,0,0,0,0,0,8
,GERARD MARTÍN,FC BARCELONA,387,11,68.75,1,9.09,4,25.00,3,18.75,2,0,0,0,0,0,7
,GERARD MORENO,VILLARREAL CF,179,4,28.57,0,0.00,2,14.29,2,14.29,0,0,0,1,0,0,5
,GERMÁN VALERA,VALENCIA CF,72,6,46.15,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,3
,GERÓNIMO SPINA,ATLÉTICO DE MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,GIORGI MAMARDASHVILI,VALENCIA CF,1170,13,100.00,13,100.00,13,100.00,0,0.00,0,0,0,0,0,0,21
,GIOVANI LO CELSO,REAL BETIS,617,9,60.00,4,44.44,6,40.00,2,13.33,1,0,0,5,0,0,7
,GIULIANO SIMEONE,ATLÉTICO DE MADRID,423,10,66.67,1,10.00,4,26.67,3,20.00,2,0,0,1,0,0,0
,GONZALO GARCÍA,REAL MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,GONZALO MONTIEL,SEVILLA FC,11,3,20.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,2
,GORKA GURUZETA,ATHLETIC CLUB,793,15,93.75,2,13.33,9,56.25,7,43.75,1,0,0,4,0,0,9
,ENRIC GARCÍA,GIRONA FC,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ENZO BARRENECHEA,VALENCIA CF,503,9,69.23,0,0.00,6,46.15,6,46.15,3,0,0,1,1,0,10
,ENZO BOYOMO,CA OSASUNA,1260,14,93.33,14,100.00,14,93.33,0,0.00,3,0,0,1,0,0,20
,ENZO LOIODICE,UD LAS PALMAS,253,7,46.67,1,14.29,2,13.33,1,6.67,1,0,0,0,0,0,8
,ERAY CÖMERT,REAL VALLADOLID CF,890,13,86.67,6,46.15,11,73.33,5,33.33,4,0,0,0,0,0,27
,ERIC BAILLY,VILLARREAL CF,534,8,57.14,3,37.50,6,42.86,3,21.43,2,0,0,0,0,0,13
,ERIC GARCÍA,FC BARCELONA,446,9,56.25,3,33.33,3,18.75,0,0.00,0,0,0,0,0,0,6
,ETIENNE ETO'O PINEDA,RAYO VALLECANO,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,KARL EDOUARD BLAISE ETTA EYONG,VILLARREAL CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,FABIO GONZÁLEZ,UD LAS PALMAS,52,2,13.33,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,1
,FEDERICO VALVERDE,REAL MADRID,1302,15,100.00,13,86.67,15,100.00,2,13.33,2,0,0,3,0,0,11
,FERLAND MENDY,REAL MADRID,684,10,66.67,5,50.00,8,53.33,3,20.00,1,1,0,0,0,0,10
,FERMÍN LÓPEZ,FC BARCELONA,304,10,62.50,0,0.00,3,18.75,3,18.75,2,0,0,0,0,0,6
,FERNANDO CALERO,RCD ESPANYOL DE BARCELONA,186,3,21.43,1,33.33,2,14.29,1,7.14,0,0,0,0,0,0,1
,FERNANDO LÓPEZ,RC CELTA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,FERNANDO PACHECO,RCD ESPANYOL DE BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,FERRAN TORRES,FC BARCELONA,434,10,62.50,1,10.00,6,37.50,5,31.25,0,1,0,2,0,0,10
,FERRÁN RUIZ MARTÍ,GIRONA FC,17,1,6.67,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,FLORIAN LEJEUNE,RAYO VALLECANO,1256,14,100.00,13,92.86,14,100.00,1,7.14,2,0,0,0,0,0,16
,FRAN BELTRÁN,RC CELTA,829,11,73.33,5,45.45,10,66.67,5,33.33,1,0,0,1,0,0,15
,DIEGO LÓPEZ,VALENCIA CF,941,13,100.00,4,30.77,11,84.62,7,53.85,1,0,0,2,0,0,16
,DIEGO RICO,GETAFE CF,1257,15,100.00,13,86.67,14,93.33,1,6.67,4,0,0,0,1,0,12
,DIMITRI FOULQUIER,VALENCIA CF,659,13,100.00,5,38.46,6,46.15,1,7.69,2,0,0,0,0,0,12
,DIMITRIOS STAMATAKIS,CA OSASUNA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DINKO HORKAS,UD LAS PALMAS,210,3,20.00,2,66.67,2,13.33,0,0.00,1,0,0,0,0,0,5
,DJENÉ DAKONAM,GETAFE CF,1040,13,86.67,9,69.23,13,86.67,4,26.67,5,0,0,0,0,0,8
,DJIBRIL SOW,SEVILLA FC,655,12,80.00,2,16.67,7,46.67,5,33.33,3,0,0,1,0,0,9
,DJORDJIJE MEDENICA,GETAFE CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DODI LUKÉBAKIO,SEVILLA FC,1185,15,100.00,8,53.33,14,93.33,6,40.00,1,0,0,6,0,0,17
,DOMINGOS DE SOUSA COUTINHO MENESES DUARTE,GETAFE CF,181,3,20.00,2,66.67,2,13.33,0,0.00,0,0,0,0,0,0,3
,DOMINIK GREIF,RCD MALLORCA,990,11,68.75,11,100.00,11,68.75,0,0.00,0,0,0,0,0,0,11
,DONNY VAN DE BEEK,GIRONA FC,652,11,73.33,3,27.27,7,46.67,4,26.67,3,0,0,1,0,0,10
,DÁRIO CASSIA LUÍS ESSUGO,UD LAS PALMAS,763,9,60.00,5,55.56,9,60.00,4,26.67,4,0,0,1,0,0,13
,EDU EXPÓSITO,RCD ESPANYOL DE BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,EDUARDO CAMAVINGA,REAL MADRID,390,5,33.33,2,40.00,5,33.33,3,20.00,0,0,0,0,0,0,3
,EGOITZ ARANA,REAL SOCIEDAD,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,EGOITZ MUÑOZ,DEPORTIVO ALAVÉS,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ENDRICK FELIPE MOREIRA DE SOUSA,REAL MADRID,60,10,66.67,0,0.00,0,0.00,0,0.00,1,0,0,1,1,0,3
,ENEKO ORTIZ,DEPORTIVO ALAVÉS,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ENRIC FRANQUESA,CD LEGANÉS,614,12,80.00,4,33.33,7,46.67,3,20.00,1,0,0,1,0,0,10
,DANI REQUENA,VILLARREAL CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DANI RODRÍGUEZ,RCD MALLORCA,851,16,100.00,0,0.00,10,62.50,10,62.50,1,0,0,3,0,0,11
,DANI VIVIAN,ATHLETIC CLUB,1044,13,81.25,11,84.62,11,68.75,0,0.00,1,0,0,2,0,0,11
,DANIEL LUNA,RCD MALLORCA,18,2,12.50,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DARKO BRASANAC,CD LEGANÉS,789,13,86.67,3,23.08,8,53.33,5,33.33,0,0,0,1,0,0,12
,DARWIN MACHÍS,REAL VALLADOLID CF,272,5,33.33,0,0.00,5,33.33,5,33.33,0,0,0,0,0,0,2
,DAVID ARGÜELLES,GETAFE CF,6,1,6.67,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DAVID JIMÉNEZ,REAL MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DAVID LÓPEZ,GIRONA FC,1206,14,93.33,13,92.86,13,86.67,0,0.00,2,0,0,0,0,0,18
,DAVID OTORBI,VALENCIA CF,13,1,7.69,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DAVID SORIA,GETAFE CF,1350,15,100.00,15,100.00,15,100.00,0,0.00,0,0,0,0,0,0,13
,DAVID TORRES,REAL VALLADOLID CF,696,9,60.00,6,66.67,7,46.67,1,6.67,4,0,0,0,0,1,11
,DAWDA CAMARA,GIRONA FC,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DENIS SUÁREZ,VILLARREAL CF,111,5,35.71,0,0.00,1,7.14,1,7.14,0,0,0,0,0,0,2
,DIEGO AGUADO FACIO,REAL MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DIEGO CONDE,VILLARREAL CF,1260,14,100.00,14,100.00,14,100.00,0,0.00,1,0,0,0,0,0,23
,DIEGO FERRER,GETAFE CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DIEGO GARCÍA,CD LEGANÉS,268,8,53.33,1,12.50,3,20.00,2,13.33,0,0,0,1,0,0,3
,DIEGO KOCHEN,FC BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DIEGO LLORENTE,REAL BETIS,1225,14,93.33,13,92.86,14,93.33,1,6.67,0,0,0,0,0,1,13
,CONOR GALLAGHER,ATLÉTICO DE MADRID,690,11,73.33,4,36.36,8,53.33,4,26.67,1,0,0,2,0,0,3
,JOSÉ MANUEL ARIAS COPETE,RCD MALLORCA,415,10,62.50,4,40.00,4,25.00,0,0.00,2,0,0,0,0,0,7
,CRISTHIAN MOSQUERA,VALENCIA CF,1170,13,100.00,13,100.00,13,100.00,0,0.00,3,0,0,0,0,0,21
,CRISTHIAN STUANI,GIRONA FC,219,11,73.33,0,0.00,0,0.00,0,0.00,1,0,0,4,0,0,1
,CYLE LARIN,RCD MALLORCA,741,13,81.25,1,7.69,10,62.50,9,56.25,2,0,0,2,0,0,7
,CÉDRIC BAKAMBU,REAL BETIS,267,9,60.00,0,0.00,2,13.33,2,13.33,1,0,0,0,0,0,2
,CÉSAR AZPILICUETA,ATLÉTICO DE MADRID,482,6,40.00,4,66.67,6,40.00,2,13.33,0,0,0,0,0,0,4
,CÉSAR FERNÁNDEZ,RC CELTA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,CÉSAR TÁRREGA,VALENCIA CF,990,11,84.62,11,100.00,11,84.62,0,0.00,3,0,0,2,0,0,16
,CÉSAR DE LA HOZ,REAL VALLADOLID CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,DALEY BLIND,GIRONA FC,995,13,86.67,10,76.92,11,73.33,1,6.67,2,0,0,0,0,0,14
,DALEY SINKGRAVEN,UD LAS PALMAS,90,2,13.33,0,0.00,1,6.67,1,6.67,0,0,0,0,0,0,2
,DAMIÁN RODRÍGUEZ,RC CELTA,619,11,73.33,5,45.45,6,40.00,1,6.67,2,0,0,0,0,0,16
,DANI CARVAJAL,REAL MADRID,609,8,53.33,5,62.50,7,46.67,2,13.33,2,0,0,1,0,0,3
,DANI CEBALLOS,REAL MADRID,316,6,40.00,2,33.33,4,26.67,2,13.33,1,0,0,0,0,0,1
,DANI CÁRDENAS,RAYO VALLECANO,360,4,28.57,4,100.00,4,28.57,0,0.00,0,0,0,0,0,0,5
,DANI GÓMEZ,VALENCIA CF,422,11,84.62,0,0.00,4,30.77,4,30.77,0,0,0,1,0,0,6
,DANI OLMO,FC BARCELONA,476,8,50.00,0,0.00,5,31.25,5,31.25,0,0,0,5,0,0,3
,DANI PAREJO,VILLARREAL CF,1016,14,100.00,6,42.86,12,85.71,6,42.86,4,0,0,2,0,0,18
,DANI RABA,CD LEGANÉS,384,8,53.33,0,0.00,5,33.33,5,33.33,0,0,0,0,0,0,4
,BRYAN ZARAGOZA,CA OSASUNA,1061,15,100.00,1,6.67,13,86.67,12,80.00,3,0,0,1,0,0,17
,CARL STARFELT,RC CELTA,1095,14,93.33,11,78.57,12,80.00,1,6.67,2,0,0,1,0,0,23
,CARLES ALEÑÁ,GETAFE CF,309,7,46.67,0,0.00,3,20.00,3,20.00,1,0,0,0,0,0,3
,CARLES PÉREZ,GETAFE CF,1045,15,100.00,4,26.67,13,86.67,9,60.00,1,0,0,0,0,0,13
,CARLOS BENAVÍDEZ,DEPORTIVO ALAVÉS,229,6,40.00,1,16.67,4,26.67,3,20.00,1,0,0,1,0,0,6
,CARLOS DOMÍNGUEZ,RC CELTA,343,6,40.00,3,50.00,4,26.67,1,6.67,0,0,0,0,0,1,6
,CARLOS GUIRAO,REAL BETIS,112,2,13.33,0,0.00,2,13.33,2,13.33,0,0,0,0,0,0,6
,CARLOS MARTÍN,DEPORTIVO ALAVÉS,444,9,60.00,0,0.00,5,33.33,5,33.33,1,0,0,1,0,0,5
,CARLOS ROMERO,RCD ESPANYOL DE BARCELONA,932,14,100.00,4,28.57,11,78.57,7,50.00,4,0,0,1,0,0,22
,CARLOS VICENTE,DEPORTIVO ALAVÉS,1236,14,93.33,10,71.43,14,93.33,4,26.67,1,0,0,3,0,0,20
,JOSÉ LUIS CATALÀ VÁZQUEZ,RCD ESPANYOL DE BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,CENK ÖZKACAR,REAL VALLADOLID CF,196,4,30.77,2,50.00,3,23.08,1,7.69,0,0,0,0,0,0,5
,JOSÉ MARÍA ANDRES BAIXAULI,REAL MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,CHIDERA EJUKE,SEVILLA FC,541,9,60.00,2,22.22,6,40.00,4,26.67,0,0,0,1,0,0,7
,CHIMY ÁVILA,REAL BETIS,446,13,86.67,0,0.00,4,26.67,4,26.67,4,0,0,2,0,0,4
,FRANCISCO JORGE TAVARES OLIVEIRA,RCD MALLORCA,139,6,37.50,0,0.00,1,6.25,1,6.25,2,0,0,0,0,0,1
,CHRISTANTUS UCHE,GETAFE CF,1110,15,100.00,3,20.00,13,86.67,10,66.67,3,0,0,1,0,0,9
,IVÁN CANTALEJO,REAL VALLADOLID CF,87,4,26.67,0,0.00,1,6.67,1,6.67,1,0,0,0,0,0,6
,CLÉMENT LENGLET,ATLÉTICO DE MADRID,487,6,40.00,4,66.67,6,40.00,2,13.33,4,0,0,1,0,0,3
,COBA DA COSTA,GETAFE CF,45,1,6.67,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ARNAU SOLÀ,VILLARREAL CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ARNAUT DANJUMA,GIRONA FC,779,13,92.86,2,15.38,10,71.43,8,57.14,2,0,0,2,0,0,14
,ARTHUR VERMEEREN,RB LEIPZIG,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ASIER VILLALIBRE,DEPORTIVO ALAVÉS,210,7,46.67,0,0.00,2,13.33,2,13.33,0,0,0,1,0,0,7
,ASSANE DIAO,REAL BETIS,213,7,46.67,0,0.00,2,13.33,2,13.33,0,0,0,0,0,0,3
,AUGUSTO BATALLA,RAYO VALLECANO,900,10,71.43,10,100.00,10,71.43,0,0.00,1,0,0,0,0,0,11
,AURÉLIEN TCHOUAMÉNI,REAL MADRID,917,11,73.33,8,72.73,11,73.33,3,20.00,1,0,0,0,0,0,10
,AXEL WITSEL,ATLÉTICO DE MADRID,618,9,60.00,6,66.67,7,46.67,1,6.67,0,0,0,0,0,0,7
,AYOZE PÉREZ,VILLARREAL CF,517,9,64.29,2,22.22,5,35.71,3,21.43,3,0,0,7,0,0,9
,BENITO RAMÍREZ,UD LAS PALMAS,272,10,66.67,0,0.00,1,6.67,1,6.67,1,0,0,0,0,0,6
,BERTUG YILDIRIM,GETAFE CF,739,11,73.33,2,18.18,9,60.00,7,46.67,5,0,0,1,1,0,6
,BEÑAT PRADOS,ATHLETIC CLUB,709,13,81.25,1,7.69,9,56.25,8,50.00,5,0,0,1,0,0,7
,BEÑAT TURRIENTES,REAL SOCIEDAD,514,11,73.33,2,18.18,6,40.00,4,26.67,2,0,0,0,0,0,2
,BOJAN MIOVSKI,GIRONA FC,586,9,60.00,1,11.11,8,53.33,7,46.67,0,0,0,2,1,0,10
,BORJA IGLESIAS,RC CELTA,752,15,100.00,0,0.00,9,60.00,9,60.00,0,0,0,4,0,0,15
,BORJA MAYORAL,GETAFE CF,126,5,33.33,0,0.00,0,0.00,0,0.00,0,0,0,1,0,0,2
,BRAHIM DÍAZ,REAL MADRID,337,10,66.67,1,10.00,3,20.00,2,13.33,0,0,0,1,0,0,4
,BRAIS MÉNDEZ,REAL SOCIEDAD,775,12,80.00,3,25.00,9,60.00,6,40.00,3,0,0,1,0,0,6
,BRIAN OLIVÁN,RCD ESPANYOL DE BARCELONA,466,10,71.43,2,20.00,5,35.71,3,21.43,0,0,0,0,0,0,11
,BRYAN GIL,GIRONA FC,863,13,86.67,3,23.08,10,66.67,7,46.67,2,0,0,2,0,0,14
,ANDRÉ FILIPE MAGALHÃES RIBEIRO FERREIRA,REAL VALLADOLID CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANDRÉS CUENCA,FC BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANSU FATI,FC BARCELONA,125,4,25.00,0,0.00,1,6.25,1,6.25,1,0,0,0,0,0,0
,ANTE BUDIMIR,CA OSASUNA,1110,15,100.00,4,26.67,13,86.67,9,60.00,1,0,0,9,4,0,18
,ANTOINE GRIEZMANN,ATLÉTICO DE MADRID,1112,15,100.00,4,26.67,13,86.67,9,60.00,1,0,0,5,0,0,6
,ANTONIO BLANCO,DEPORTIVO ALAVÉS,929,14,93.33,6,42.86,11,73.33,5,33.33,2,0,0,0,0,0,20
,ANTONIO ESPIGARES,VILLARREAL CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANTONIO GOMIS,ATLÉTICO DE MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANTONIO RAÍLLO,RCD MALLORCA,1421,16,100.00,15,93.75,16,100.00,1,6.25,2,0,0,1,0,0,16
,ANTONIO RÜDIGER,REAL MADRID,1267,15,100.00,14,93.33,14,93.33,0,0.00,1,0,0,0,2,0,12
,ANTONIO SIVERA,DEPORTIVO ALAVÉS,1350,15,100.00,15,100.00,15,100.00,0,0.00,3,0,0,0,0,1,25
,ANTONIO SÁNCHEZ,RCD MALLORCA,625,15,93.75,2,13.33,5,31.25,3,18.75,0,0,0,0,0,0,9
,ANTONIU ROCA,RCD ESPANYOL DE BARCELONA,56,4,28.57,0,0.00,0,0.00,0,0.00,2,0,0,0,0,0,0
,ANUAR TUHAMI,REAL VALLADOLID CF,429,7,46.67,0,0.00,5,33.33,5,33.33,3,0,0,1,1,0,7
,ARDA GÜLER,REAL MADRID,387,11,73.33,0,0.00,4,26.67,4,26.67,1,0,0,0,0,0,3
,ARIDANE HERNÁNDEZ,RAYO VALLECANO,113,3,21.43,0,0.00,1,7.14,1,7.14,0,0,0,0,0,1,4
,ARITZ ARAMBARRI,SD EIBAR,178,2,13.33,1,50.00,2,13.33,1,6.67,0,0,0,0,0,0,2
,ARITZ ELUSTONDO,REAL SOCIEDAD,280,6,40.00,2,33.33,3,20.00,1,6.67,0,0,0,0,0,0,3
,ARNAU MARTÍNEZ,GIRONA FC,887,12,80.00,7,58.33,10,66.67,3,20.00,2,0,0,1,0,0,13
,ARNAU RAFÚS,REAL VALLADOLID CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANDRÉ FILIPE MAGALHÃES RIBEIRO FERREIRA,REAL VALLADOLID CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANDRÉS CUENCA,FC BARCELONA,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANSU FATI,FC BARCELONA,125,4,25.00,0,0.00,1,6.25,1,6.25,1,0,0,0,0,0,0
,ANTE BUDIMIR,CA OSASUNA,1110,15,100.00,4,26.67,13,86.67,9,60.00,1,0,0,9,4,0,18
,ANTOINE GRIEZMANN,ATLÉTICO DE MADRID,1112,15,100.00,4,26.67,13,86.67,9,60.00,1,0,0,5,0,0,6
,ANTONIO BLANCO,DEPORTIVO ALAVÉS,929,14,93.33,6,42.86,11,73.33,5,33.33,2,0,0,0,0,0,20
,ANTONIO ESPIGARES,VILLARREAL CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANTONIO GOMIS,ATLÉTICO DE MADRID,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
,ANTONIO RAÍLLO,RCD MALLORCA,1421,16,100.00,15,93.75,16,100.00,1,6.25,2,0,0,1,0,0,16
,ANTONIO RÜDIGER,REAL MADRID,1267,15,100.00,14,93.33,14,93.33,0,0.00,1,0,0,0,2,0,12
,ANTONIO SIVERA,DEPORTIVO ALAVÉS,1350,15,100.00,15,100.00,15,100.00,0,0.00,3,0,0,0,0,1,25
,ANTONIO SÁNCHEZ,RCD MALLORCA,625,15,93.75,2,13.33,5,31.25,3,18.75,0,0,0,0,0,0,9
,ANTONIU ROCA,RCD ESPANYOL DE BARCELONA,56,4,28.57,0,0.00,0,0.00,0,0.00,2,0,0,0,0,0,0
,ANUAR TUHAMI,REAL VALLADOLID CF,429,7,46.67,0,0.00,5,33.33,5,33.33,3,0,0,1,1,0,7
,ARDA GÜLER,REAL MADRID,387,11,73.33,0,0.00,4,26.67,4,26.67,1,0,0,0,0,0,3
,ARIDANE HERNÁNDEZ,RAYO VALLECANO,113,3,21.43,0,0.00,1,7.14,1,7.14,0,0,0,0,0,1,4
,ARITZ ARAMBARRI,SD EIBAR,178,2,13.33,1,50.00,2,13.33,1,6.67,0,0,0,0,0,0,2
,ARITZ ELUSTONDO,REAL SOCIEDAD,280,6,40.00,2,33.33,3,20.00,1,6.67,0,0,0,0,0,0,3
,ARNAU MARTÍNEZ,GIRONA FC,887,12,80.00,7,58.33,10,66.67,3,20.00,2,0,0,1,0,0,13
,ARNAU RAFÚS,REAL VALLADOLID CF,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0
